id,room,temperature,created_at
16811,B,20.79,2025-02-28 08:45:00
16812,C,24.15,2025-02-28 08:45:00
16813,A,24.05,2025-02-28 09:00:00
16814,B,20.5,2025-02-28 09:00:00
16815,C,25.3,2025-02-28 09:00:00
16816,A,24.32,2025-02-28 09:15:00
16817,B,22.81,2025-02-28 09:15:00
16818,C,24.45,2025-02-28 09:15:00
16819,A,23.63,2025-02-28 09:30:00
16820,B,24.14,2025-02-28 09:30:00
16821,C,25.46,2025-02-28 09:30:00
16822,A,24.72,2025-02-28 09:45:00
16823,B,24.38,2025-02-28 09:45:00
16824,C,21.98,2025-02-28 09:45:00
16825,A,25.02,2025-02-28 10:00:00
16826,B,23.46,2025-02-28 10:00:00
16827,C,24.52,2025-02-28 10:00:00
16828,A,24.02,2025-02-28 10:15:00
16829,B,24.4,2025-02-28 10:15:00
16830,C,23.51,2025-02-28 10:15:00
16831,A,24.09,2025-02-28 10:30:00
16832,B,23.72,2025-02-28 10:30:00
16833,C,24.63,2025-02-28 10:30:00
16834,A,21.99,2025-02-28 10:45:00
16835,B,24.0,2025-02-28 10:45:00
16836,C,22.99,2025-02-28 10:45:00
16837,A,21.38,2025-02-28 11:00:00
16838,B,20.72,2025-02-28 11:00:00
16839,C,23.65,2025-02-28 11:00:00
16840,A,25.97,2025-02-28 11:15:00
16841,B,24.93,2025-02-28 11:15:00
16842,C,23.79,2025-02-28 11:15:00
16843,A,21.17,2025-02-28 11:30:00
16844,B,23.95,2025-02-28 11:30:00
16845,C,22.36,2025-02-28 11:30:00
16846,A,25.17,2025-02-28 11:45:00
16847,B,20.77,2025-02-28 11:45:00
16848,C,23.53,2025-02-28 11:45:00
16849,A,23.91,2025-02-28 12:00:00
16850,B,20.22,2025-02-28 12:00:00
16851,C,24.82,2025-02-28 12:00:00
16852,A,24.45,2025-02-28 12:15:00
16853,B,20.62,2025-02-28 12:15:00
16854,C,24.79,2025-02-28 12:15:00
16855,A,24.56,2025-02-28 12:30:00
16856,B,23.08,2025-02-28 12:30:00
16857,C,23.98,2025-02-28 12:30:00
16858,A,23.4,2025-02-28 12:45:00
16859,B,21.11,2025-02-28 12:45:00
16860,C,23.32,2025-02-28 12:45:00
16861,A,23.75,2025-02-28 13:00:00
16862,B,21.63,2025-02-28 13:00:00
16863,C,24.22,2025-02-28 13:00:00
16864,A,23.39,2025-02-28 13:15:00
16865,B,22.51,2025-02-28 13:15:00
16866,C,23.67,2025-02-28 13:15:00
16867,A,23.12,2025-02-28 13:30:00
16868,B,20.89,2025-02-28 13:30:00
16869,C,23.81,2025-02-28 13:30:00
16870,A,21.55,2025-02-28 13:45:00
16871,B,21.53,2025-02-28 13:45:00
16872,C,22.35,2025-02-28 13:45:00
16873,A,22.89,2025-02-28 14:00:00
16874,B,23.67,2025-02-28 14:00:00
16875,C,23.32,2025-02-28 14:00:00
16876,A,25.04,2025-02-28 14:15:00
16877,B,19.13,2025-02-28 14:15:00
16878,C,24.14,2025-02-28 14:15:00
16879,A,24.14,2025-02-28 14:30:00
16880,B,21.78,2025-02-28 14:30:00
16881,C,24.75,2025-02-28 14:30:00
16882,A,21.59,2025-02-28 14:45:00
16883,B,21.69,2025-02-28 14:45:00
16884,C,23.32,2025-02-28 14:45:00
16885,A,22.54,2025-02-28 15:00:00
16886,B,20.94,2025-02-28 15:00:00
16887,C,22.74,2025-02-28 15:00:00
16888,A,24.66,2025-02-28 15:15:00
16889,B,22.86,2025-02-28 15:15:00
16890,C,23.54,2025-02-28 15:15:00
16891,A,24.04,2025-02-28 15:30:00
16892,B,20.17,2025-02-28 15:30:00
16893,C,23.05,2025-02-28 15:30:00
16894,A,20.94,2025-02-28 15:45:00
16895,B,20.59,2025-02-28 15:45:00
16896,C,24.03,2025-02-28 15:45:00
16897,A,20.85,2025-02-28 16:00:00
16898,B,20.36,2025-02-28 16:00:00
16899,C,22.63,2025-02-28 16:00:00
16900,A,22.72,2025-02-28 16:15:00
16901,B,23.3,2025-02-28 16:15:00
16902,C,22.3,2025-02-28 16:15:00
16903,A,23.43,2025-02-28 16:30:00
16904,B,20.04,2025-02-28 16:30:00
16905,C,22.94,2025-02-28 16:30:00
16906,A,21.72,2025-02-28 16:45:00
16907,B,19.58,2025-02-28 16:45:00
16908,C,22.82,2025-02-28 16:45:00
16909,A,21.21,2025-02-28 17:00:00
16910,B,20.2,2025-02-28 17:00:00
16911,C,24.26,2025-02-28 17:00:00
16912,A,22.01,2025-02-28 17:15:00
16913,B,18.95,2025-02-28 17:15:00
16914,C,22.96,2025-02-28 17:15:00
16915,A,24.08,2025-02-28 17:30:00
16916,B,20.67,2025-02-28 17:30:00
16917,C,22.7,2025-02-28 17:30:00
16918,A,21.89,2025-02-28 17:45:00
16919,B,20.46,2025-02-28 17:45:00
16920,C,23.33,2025-02-28 17:45:00
16921,A,21.84,2025-02-28 18:00:00
16922,B,21.03,2025-02-28 18:00:00
16923,C,22.47,2025-02-28 18:00:00
16924,A,22.63,2025-02-28 18:15:00
16925,B,19.85,2025-02-28 18:15:00
16926,C,22.12,2025-02-28 18:15:00
16927,A,20.63,2025-02-28 18:30:00
16928,B,23.28,2025-02-28 18:30:00
16929,C,22.65,2025-02-28 18:30:00
16930,A,23.89,2025-02-28 18:45:00
16931,B,20.79,2025-02-28 18:45:00
16932,C,23.22,2025-02-28 18:45:00
16933,A,20.97,2025-02-28 19:00:00
16934,B,22.44,2025-02-28 19:00:00
16935,C,21.91,2025-02-28 19:00:00
16936,A,22.55,2025-02-28 19:15:00
16937,B,19.26,2025-02-28 19:15:00
16938,C,23.11,2025-02-28 19:15:00
16939,A,19.77,2025-02-28 19:30:00
16940,B,19.18,2025-02-28 19:30:00
16941,C,23.54,2025-02-28 19:30:00
16942,A,22.86,2025-02-28 19:45:00
16943,B,20.53,2025-02-28 19:45:00
16944,C,22.47,2025-02-28 19:45:00
16945,A,24.54,2025-02-28 20:00:00
16946,B,21.76,2025-02-28 20:00:00
16947,C,23.21,2025-02-28 20:00:00
16948,A,23.8,2025-02-28 20:15:00
16949,B,20.46,2025-02-28 20:15:00
16950,C,22.23,2025-02-28 20:15:00
16951,A,21.03,2025-02-28 20:30:00
16952,B,22.57,2025-02-28 20:30:00
16953,C,24.32,2025-02-28 20:30:00
16954,A,21.85,2025-02-28 20:45:00
16955,B,22.52,2025-02-28 20:45:00
16956,C,23.45,2025-02-28 20:45:00
16957,A,21.4,2025-02-28 21:00:00
16958,B,19.58,2025-02-28 21:00:00
16959,C,23.6,2025-02-28 21:00:00
16960,A,24.2,2025-02-28 21:15:00
16961,B,21.8,2025-02-28 21:15:00
16962,C,25.07,2025-02-28 21:15:00
16963,A,22.5,2025-02-28 21:30:00
16964,B,24.22,2025-02-28 21:30:00
16965,C,22.39,2025-02-28 21:30:00
16966,A,22.43,2025-02-28 21:45:00
16967,B,19.13,2025-02-28 21:45:00
16968,C,22.5,2025-02-28 21:45:00
16969,A,22.98,2025-02-28 22:00:00
16970,B,22.71,2025-02-28 22:00:00
16971,C,22.92,2025-02-28 22:00:00
16972,A,22.66,2025-02-28 22:15:00
16973,B,20.7,2025-02-28 22:15:00
16974,C,24.2,2025-02-28 22:15:00
16975,A,23.17,2025-02-28 22:30:00
16976,B,20.11,2025-02-28 22:30:00
16977,C,22.8,2025-02-28 22:30:00
16978,A,23.35,2025-02-28 22:45:00
16979,B,21.83,2025-02-28 22:45:00
16980,C,24.83,2025-02-28 22:45:00
16981,A,22.17,2025-02-28 23:00:00
16982,B,20.25,2025-02-28 23:00:00
16983,C,24.02,2025-02-28 23:00:00
16984,A,22.39,2025-02-28 23:15:00
16985,B,20.99,2025-02-28 23:15:00
16986,C,22.29,2025-02-28 23:15:00
16987,A,22.86,2025-02-28 23:30:00
16988,B,20.19,2025-02-28 23:30:00
16989,C,24.79,2025-02-28 23:30:00
16990,A,24.66,2025-02-28 23:45:00
16991,B,23.34,2025-02-28 23:45:00
16992,C,24.08,2025-02-28 23:45:00
16993,A,22.82,2025-03-01 00:00:00
16994,B,23.09,2025-03-01 00:00:00
16995,C,23.66,2025-03-01 00:00:00
16996,A,23.09,2025-03-01 00:15:00
16997,B,21.14,2025-03-01 00:15:00
16998,C,24.9,2025-03-01 00:15:00
16999,A,22.81,2025-03-01 00:30:00
17000,B,20.83,2025-03-01 00:30:00
17001,C,23.19,2025-03-01 00:30:00
17002,A,23.22,2025-03-01 00:45:00
17003,B,22.64,2025-03-01 00:45:00
17004,C,23.27,2025-03-01 00:45:00
17005,A,25.53,2025-03-01 01:00:00
17006,B,23.09,2025-03-01 01:00:00
17007,C,23.06,2025-03-01 01:00:00
17008,A,24.46,2025-03-01 01:15:00
17009,B,21.39,2025-03-01 01:15:00
17010,C,22.38,2025-03-01 01:15:00
17011,A,25.0,2025-03-01 01:30:00
17012,B,23.63,2025-03-01 01:30:00
17013,C,24.46,2025-03-01 01:30:00
17014,A,24.19,2025-03-01 01:45:00
17015,B,22.21,2025-03-01 01:45:00
17016,C,24.66,2025-03-01 01:45:00
17017,A,24.38,2025-03-01 02:00:00
17018,B,21.56,2025-03-01 02:00:00
17019,C,24.49,2025-03-01 02:00:00
17020,A,25.9,2025-03-01 02:15:00
17021,B,23.96,2025-03-01 02:15:00
17022,C,24.76,2025-03-01 02:15:00
17023,A,25.49,2025-03-01 02:30:00
17024,B,22.65,2025-03-01 02:30:00
17025,C,25.32,2025-03-01 02:30:00
17026,A,24.42,2025-03-01 02:45:00
17027,B,21.06,2025-03-01 02:45:00
17028,C,23.85,2025-03-01 02:45:00
17029,A,24.73,2025-03-01 03:00:00
17030,B,23.24,2025-03-01 03:00:00
17031,C,24.78,2025-03-01 03:00:00
17032,A,23.07,2025-03-01 03:15:00
17033,B,22.65,2025-03-01 03:15:00
17034,C,25.13,2025-03-01 03:15:00
17035,A,24.71,2025-03-01 03:30:00
17036,B,21.92,2025-03-01 03:30:00
17037,C,23.94,2025-03-01 03:30:00
17038,A,24.1,2025-03-01 03:45:00
17039,B,25.65,2025-03-01 03:45:00
17040,C,24.72,2025-03-01 03:45:00
17041,A,26.15,2025-03-01 04:00:00
17042,B,23.57,2025-03-01 04:00:00
17043,C,25.63,2025-03-01 04:00:00
17044,A,24.71,2025-03-01 04:15:00
17045,B,24.3,2025-03-01 04:15:00
17046,C,24.04,2025-03-01 04:15:00
17047,A,24.74,2025-03-01 04:30:00
17048,B,25.82,2025-03-01 04:30:00
17049,C,25.76,2025-03-01 04:30:00
17050,A,24.27,2025-03-01 04:45:00
17051,B,22.58,2025-03-01 04:45:00
17052,C,25.09,2025-03-01 04:45:00
17053,A,25.01,2025-03-01 05:00:00
17054,B,23.41,2025-03-01 05:00:00
17055,C,25.34,2025-03-01 05:00:00
17056,A,23.33,2025-03-01 05:15:00
17057,B,23.84,2025-03-01 05:15:00
17058,C,26.08,2025-03-01 05:15:00
17059,A,24.2,2025-03-01 05:30:00
17060,B,23.34,2025-03-01 05:30:00
17061,C,24.69,2025-03-01 05:30:00
17062,A,22.58,2025-03-01 05:45:00
17063,B,24.97,2025-03-01 05:45:00
17064,C,24.13,2025-03-01 05:45:00
17065,A,23.83,2025-03-01 06:00:00
17066,B,23.19,2025-03-01 06:00:00
17067,C,24.82,2025-03-01 06:00:00
17068,A,21.21,2025-03-01 06:15:00
17069,B,22.51,2025-03-01 06:15:00
17070,C,25.96,2025-03-01 06:15:00
17071,A,24.07,2025-03-01 06:30:00
17072,B,25.83,2025-03-01 06:30:00
17073,C,25.61,2025-03-01 06:30:00
17074,A,26.5,2025-03-01 06:45:00
17075,B,20.87,2025-03-01 06:45:00
17076,C,26.45,2025-03-01 06:45:00
17077,A,23.29,2025-03-01 07:00:00
17078,B,27.0,2025-03-01 07:00:00
17079,C,24.25,2025-03-01 07:00:00
17080,A,25.44,2025-03-01 07:15:00
17081,B,23.6,2025-03-01 07:15:00
17082,C,23.96,2025-03-01 07:15:00
17083,A,24.39,2025-03-01 07:30:00
17084,B,22.71,2025-03-01 07:30:00
17085,C,23.36,2025-03-01 07:30:00
17086,A,25.1,2025-03-01 07:45:00
17087,B,22.45,2025-03-01 07:45:00
17088,C,26.4,2025-03-01 07:45:00
17089,A,25.45,2025-03-01 08:00:00
17090,B,25.27,2025-03-01 08:00:00
17091,C,24.82,2025-03-01 08:00:00
17092,A,25.41,2025-03-01 08:15:00
17093,B,21.0,2025-03-01 08:15:00
17094,C,26.61,2025-03-01 08:15:00
17095,A,25.98,2025-03-01 08:30:00
17096,B,22.6,2025-03-01 08:30:00
17097,C,24.05,2025-03-01 08:30:00
17098,A,25.12,2025-03-01 08:45:00
17099,B,22.28,2025-03-01 08:45:00
17100,C,23.98,2025-03-01 08:45:00
17101,A,24.17,2025-03-01 09:00:00
17102,B,19.48,2025-03-01 09:00:00
17103,C,23.75,2025-03-01 09:00:00
17104,A,24.77,2025-03-01 09:15:00
17105,B,21.08,2025-03-01 09:15:00
17106,C,23.85,2025-03-01 09:15:00
17107,A,24.98,2025-03-01 09:30:00
17108,B,25.17,2025-03-01 09:30:00
17109,C,24.14,2025-03-01 09:30:00
17110,A,26.15,2025-03-01 09:45:00
17111,B,21.39,2025-03-01 09:45:00
17112,C,23.24,2025-03-01 09:45:00
17113,A,22.6,2025-03-01 10:00:00
17114,B,19.52,2025-03-01 10:00:00
17115,C,23.91,2025-03-01 10:00:00
17116,A,23.67,2025-03-01 10:15:00
17117,B,23.94,2025-03-01 10:15:00
17118,C,24.72,2025-03-01 10:15:00
17119,A,24.69,2025-03-01 10:30:00
17120,B,22.1,2025-03-01 10:30:00
17121,C,24.36,2025-03-01 10:30:00
17122,A,23.84,2025-03-01 10:45:00
17123,B,22.5,2025-03-01 10:45:00
17124,C,25.62,2025-03-01 10:45:00
17125,A,24.05,2025-03-01 11:00:00
17126,B,24.4,2025-03-01 11:00:00
17127,C,23.58,2025-03-01 11:00:00
17128,A,23.08,2025-03-01 11:15:00
17129,B,20.38,2025-03-01 11:15:00
17130,C,25.23,2025-03-01 11:15:00
17131,A,23.61,2025-03-01 11:30:00
17132,B,23.59,2025-03-01 11:30:00
17133,C,23.67,2025-03-01 11:30:00
17134,A,24.15,2025-03-01 11:45:00
17135,B,23.93,2025-03-01 11:45:00
17136,C,24.39,2025-03-01 11:45:00
17137,A,22.98,2025-03-01 12:00:00
17138,B,20.81,2025-03-01 12:00:00
17139,C,24.0,2025-03-01 12:00:00
17140,A,26.44,2025-03-01 12:15:00
17141,B,23.91,2025-03-01 12:15:00
17142,C,23.99,2025-03-01 12:15:00
17143,A,22.59,2025-03-01 12:30:00
17144,B,20.89,2025-03-01 12:30:00
17145,C,23.72,2025-03-01 12:30:00
17146,A,25.28,2025-03-01 12:45:00
17147,B,20.17,2025-03-01 12:45:00
17148,C,22.72,2025-03-01 12:45:00
17149,A,22.44,2025-03-01 13:00:00
17150,B,21.64,2025-03-01 13:00:00
17151,C,24.47,2025-03-01 13:00:00
17152,A,24.43,2025-03-01 13:15:00
17153,B,23.47,2025-03-01 13:15:00
17154,C,22.73,2025-03-01 13:15:00
17155,A,25.52,2025-03-01 13:30:00
17156,B,18.47,2025-03-01 13:30:00
17157,C,23.94,2025-03-01 13:30:00
17158,A,20.96,2025-03-01 13:45:00
17159,B,22.32,2025-03-01 13:45:00
17160,C,23.35,2025-03-01 13:45:00
17161,A,23.78,2025-03-01 14:00:00
17162,B,22.28,2025-03-01 14:00:00
17163,C,23.12,2025-03-01 14:00:00
17164,A,22.56,2025-03-01 14:15:00
17165,B,19.54,2025-03-01 14:15:00
17166,C,22.5,2025-03-01 14:15:00
17167,A,19.87,2025-03-01 14:30:00
17168,B,24.19,2025-03-01 14:30:00
17169,C,22.91,2025-03-01 14:30:00
17170,A,22.56,2025-03-01 14:45:00
17171,B,20.28,2025-03-01 14:45:00
17172,C,22.48,2025-03-01 14:45:00
17173,A,22.17,2025-03-01 15:00:00
17174,B,21.77,2025-03-01 15:00:00
17175,C,22.98,2025-03-01 15:00:00
17176,A,22.79,2025-03-01 15:15:00
17177,B,22.7,2025-03-01 15:15:00
17178,C,21.21,2025-03-01 15:15:00
17179,A,23.05,2025-03-01 15:30:00
17180,B,20.42,2025-03-01 15:30:00
17181,C,22.72,2025-03-01 15:30:00
17182,A,21.85,2025-03-01 15:45:00
17183,B,21.75,2025-03-01 15:45:00
17184,C,23.84,2025-03-01 15:45:00
17185,A,21.68,2025-03-01 16:00:00
17186,B,20.13,2025-03-01 16:00:00
17187,C,24.93,2025-03-01 16:00:00
17188,A,20.16,2025-03-01 16:15:00
17189,B,21.92,2025-03-01 16:15:00
17190,C,23.55,2025-03-01 16:15:00
17191,A,21.81,2025-03-01 16:30:00
17192,B,22.58,2025-03-01 16:30:00
17193,C,21.31,2025-03-01 16:30:00
17194,A,22.36,2025-03-01 16:45:00
17195,B,19.26,2025-03-01 16:45:00
17196,C,23.31,2025-03-01 16:45:00
17197,A,25.05,2025-03-01 17:00:00
17198,B,20.34,2025-03-01 17:00:00
17199,C,22.33,2025-03-01 17:00:00
17200,A,22.98,2025-03-01 17:15:00
17201,B,20.13,2025-03-01 17:15:00
17202,C,22.96,2025-03-01 17:15:00
17203,A,22.03,2025-03-01 17:30:00
17204,B,20.75,2025-03-01 17:30:00
17205,C,22.84,2025-03-01 17:30:00
17206,A,21.62,2025-03-01 17:45:00
17207,B,20.18,2025-03-01 17:45:00
17208,C,25.11,2025-03-01 17:45:00
17209,A,21.4,2025-03-01 18:00:00
17210,B,25.28,2025-03-01 18:00:00
17211,C,22.74,2025-03-01 18:00:00
17212,A,22.58,2025-03-01 18:15:00
17213,B,21.58,2025-03-01 18:15:00
17214,C,22.57,2025-03-01 18:15:00
17215,A,21.89,2025-03-01 18:30:00
17216,B,21.65,2025-03-01 18:30:00
17217,C,22.33,2025-03-01 18:30:00
17218,A,21.74,2025-03-01 18:45:00
17219,B,20.06,2025-03-01 18:45:00
17220,C,23.21,2025-03-01 18:45:00
17221,A,24.34,2025-03-01 19:00:00
17222,B,20.16,2025-03-01 19:00:00
17223,C,22.71,2025-03-01 19:00:00
17224,A,22.72,2025-03-01 19:15:00
17225,B,19.8,2025-03-01 19:15:00
17226,C,25.04,2025-03-01 19:15:00
17227,A,23.67,2025-03-01 19:30:00
17228,B,21.09,2025-03-01 19:30:00
17229,C,23.52,2025-03-01 19:30:00
17230,A,24.06,2025-03-01 19:45:00
17231,B,18.94,2025-03-01 19:45:00
17232,C,22.17,2025-03-01 19:45:00
17233,A,20.7,2025-03-01 20:00:00
17234,B,20.42,2025-03-01 20:00:00
17235,C,22.87,2025-03-01 20:00:00
17236,A,21.62,2025-03-01 20:15:00
17237,B,19.29,2025-03-01 20:15:00
17238,C,23.6,2025-03-01 20:15:00
17239,A,24.58,2025-03-01 20:30:00
17240,B,22.46,2025-03-01 20:30:00
17241,C,24.59,2025-03-01 20:30:00
17242,A,23.68,2025-03-01 20:45:00
17243,B,23.79,2025-03-01 20:45:00
17244,C,23.23,2025-03-01 20:45:00
17245,A,21.7,2025-03-01 21:00:00
17246,B,21.99,2025-03-01 21:00:00
17247,C,24.12,2025-03-01 21:00:00
17248,A,22.46,2025-03-01 21:15:00
17249,B,23.44,2025-03-01 21:15:00
17250,C,23.63,2025-03-01 21:15:00
17251,A,23.54,2025-03-01 21:30:00
17252,B,18.34,2025-03-01 21:30:00
17253,C,23.29,2025-03-01 21:30:00
17254,A,22.92,2025-03-01 21:45:00
17255,B,22.21,2025-03-01 21:45:00
17256,C,25.27,2025-03-01 21:45:00
17257,A,23.56,2025-03-01 22:00:00
17258,B,22.93,2025-03-01 22:00:00
17259,C,24.16,2025-03-01 22:00:00
17260,A,23.93,2025-03-01 22:15:00
17261,B,22.37,2025-03-01 22:15:00
17262,C,23.33,2025-03-01 22:15:00
17263,A,20.1,2025-03-01 22:30:00
17264,B,20.39,2025-03-01 22:30:00
17265,C,22.93,2025-03-01 22:30:00
17266,A,25.07,2025-03-01 22:45:00
17267,B,21.29,2025-03-01 22:45:00
17268,C,25.34,2025-03-01 22:45:00
17269,A,25.02,2025-03-01 23:00:00
17270,B,18.22,2025-03-01 23:00:00
17271,C,24.82,2025-03-01 23:00:00
17272,A,23.18,2025-03-01 23:15:00
17273,B,22.1,2025-03-01 23:15:00
17274,C,24.14,2025-03-01 23:15:00
17275,A,22.92,2025-03-01 23:30:00
17276,B,20.52,2025-03-01 23:30:00
17277,C,23.05,2025-03-01 23:30:00
17278,A,24.62,2025-03-01 23:45:00
17279,B,24.14,2025-03-01 23:45:00
17280,C,22.59,2025-03-01 23:45:00
17281,A,24.62,2025-03-02 00:00:00
17282,B,21.5,2025-03-02 00:00:00
17283,C,23.2,2025-03-02 00:00:00
17284,A,24.37,2025-03-02 00:15:00
17285,B,23.87,2025-03-02 00:15:00
17286,C,23.88,2025-03-02 00:15:00
17287,A,22.17,2025-03-02 00:30:00
17288,B,19.5,2025-03-02 00:30:00
17289,C,25.0,2025-03-02 00:30:00
17290,A,21.61,2025-03-02 00:45:00
17291,B,21.94,2025-03-02 00:45:00
17292,C,24.36,2025-03-02 00:45:00
17293,A,21.67,2025-03-02 01:00:00
17294,B,24.14,2025-03-02 01:00:00
17295,C,25.33,2025-03-02 01:00:00
17296,A,22.85,2025-03-02 01:15:00
17297,B,20.6,2025-03-02 01:15:00
17298,C,24.28,2025-03-02 01:15:00
17299,A,23.44,2025-03-02 01:30:00
17300,B,22.23,2025-03-02 01:30:00
17301,C,25.65,2025-03-02 01:30:00
17302,A,23.04,2025-03-02 01:45:00
17303,B,19.38,2025-03-02 01:45:00
17304,C,24.99,2025-03-02 01:45:00
17305,A,24.22,2025-03-02 02:00:00
17306,B,18.85,2025-03-02 02:00:00
17307,C,24.09,2025-03-02 02:00:00
17308,A,23.43,2025-03-02 02:15:00
17309,B,18.54,2025-03-02 02:15:00
17310,C,24.65,2025-03-02 02:15:00
17311,A,24.27,2025-03-02 02:30:00
17312,B,22.89,2025-03-02 02:30:00
17313,C,23.98,2025-03-02 02:30:00
17314,A,24.05,2025-03-02 02:45:00
17315,B,22.33,2025-03-02 02:45:00
17316,C,25.18,2025-03-02 02:45:00
17317,A,23.55,2025-03-02 03:00:00
17318,B,24.91,2025-03-02 03:00:00
17319,C,25.49,2025-03-02 03:00:00
17320,A,23.9,2025-03-02 03:15:00
17321,B,24.79,2025-03-02 03:15:00
17322,C,24.81,2025-03-02 03:15:00
17323,A,23.46,2025-03-02 03:30:00
17324,B,23.44,2025-03-02 03:30:00
17325,C,25.21,2025-03-02 03:30:00
17326,A,22.02,2025-03-02 03:45:00
17327,B,22.32,2025-03-02 03:45:00
17328,C,24.48,2025-03-02 03:45:00
17329,A,25.12,2025-03-02 04:00:00
17330,B,24.05,2025-03-02 04:00:00
17331,C,24.1,2025-03-02 04:00:00
17332,A,26.8,2025-03-02 04:15:00
17333,B,24.41,2025-03-02 04:15:00
17334,C,25.42,2025-03-02 04:15:00
17335,A,23.25,2025-03-02 04:30:00
17336,B,23.36,2025-03-02 04:30:00
17337,C,24.07,2025-03-02 04:30:00
17338,A,25.13,2025-03-02 04:45:00
17339,B,25.27,2025-03-02 04:45:00
17340,C,23.79,2025-03-02 04:45:00
17341,A,26.0,2025-03-02 05:00:00
17342,B,25.78,2025-03-02 05:00:00
17343,C,23.15,2025-03-02 05:00:00
17344,A,25.1,2025-03-02 05:15:00
17345,B,21.27,2025-03-02 05:15:00
17346,C,24.28,2025-03-02 05:15:00
17347,A,23.89,2025-03-02 05:30:00
17348,B,25.22,2025-03-02 05:30:00
17349,C,26.48,2025-03-02 05:30:00
17350,A,24.65,2025-03-02 05:45:00
17351,B,23.36,2025-03-02 05:45:00
17352,C,26.02,2025-03-02 05:45:00
17353,A,25.03,2025-03-02 06:00:00
17354,B,22.85,2025-03-02 06:00:00
17355,C,25.06,2025-03-02 06:00:00
17356,A,21.85,2025-03-02 06:15:00
17357,B,22.73,2025-03-02 06:15:00
17358,C,25.6,2025-03-02 06:15:00
17359,A,23.2,2025-03-02 06:30:00
17360,B,23.31,2025-03-02 06:30:00
17361,C,23.94,2025-03-02 06:30:00
17362,A,24.83,2025-03-02 06:45:00
17363,B,22.83,2025-03-02 06:45:00
17364,C,25.23,2025-03-02 06:45:00
17365,A,23.7,2025-03-02 07:00:00
17366,B,21.9,2025-03-02 07:00:00
17367,C,23.4,2025-03-02 07:00:00
17368,A,23.33,2025-03-02 07:15:00
17369,B,24.25,2025-03-02 07:15:00
17370,C,24.57,2025-03-02 07:15:00
17371,A,24.67,2025-03-02 07:30:00
17372,B,21.56,2025-03-02 07:30:00
17373,C,24.78,2025-03-02 07:30:00
17374,A,23.64,2025-03-02 07:45:00
17375,B,25.9,2025-03-02 07:45:00
17376,C,24.53,2025-03-02 07:45:00
17377,A,25.79,2025-03-02 08:00:00
17378,B,24.76,2025-03-02 08:00:00
17379,C,24.64,2025-03-02 08:00:00
17380,A,27.37,2025-03-02 08:15:00
17381,B,24.47,2025-03-02 08:15:00
17382,C,25.88,2025-03-02 08:15:00
17383,A,24.47,2025-03-02 08:30:00
17384,B,24.22,2025-03-02 08:30:00
17385,C,25.23,2025-03-02 08:30:00
17386,A,23.09,2025-03-02 08:45:00
17387,B,20.35,2025-03-02 08:45:00
17388,C,25.41,2025-03-02 08:45:00
17389,A,23.06,2025-03-02 09:00:00
17390,B,22.97,2025-03-02 09:00:00
17391,C,24.97,2025-03-02 09:00:00
17392,A,24.22,2025-03-02 09:15:00
17393,B,24.27,2025-03-02 09:15:00
17394,C,24.33,2025-03-02 09:15:00
17395,A,24.39,2025-03-02 09:30:00
17396,B,22.22,2025-03-02 09:30:00
17397,C,23.49,2025-03-02 09:30:00
17398,A,22.0,2025-03-02 09:45:00
17399,B,18.64,2025-03-02 09:45:00
17400,C,23.89,2025-03-02 09:45:00
17401,A,24.55,2025-03-02 10:00:00
17402,B,20.4,2025-03-02 10:00:00
17403,C,24.17,2025-03-02 10:00:00
17404,A,23.95,2025-03-02 10:15:00
17405,B,21.38,2025-03-02 10:15:00
17406,C,23.74,2025-03-02 10:15:00
17407,A,25.4,2025-03-02 10:30:00
17408,B,23.53,2025-03-02 10:30:00
17409,C,23.3,2025-03-02 10:30:00
17410,A,25.26,2025-03-02 10:45:00
17411,B,21.15,2025-03-02 10:45:00
17412,C,25.35,2025-03-02 10:45:00
17413,A,23.06,2025-03-02 11:00:00
17414,B,20.29,2025-03-02 11:00:00
17415,C,24.12,2025-03-02 11:00:00
17416,A,24.34,2025-03-02 11:15:00
17417,B,21.85,2025-03-02 11:15:00
17418,C,23.1,2025-03-02 11:15:00
17419,A,22.49,2025-03-02 11:30:00
17420,B,24.12,2025-03-02 11:30:00
17421,C,22.73,2025-03-02 11:30:00
17422,A,23.06,2025-03-02 11:45:00
17423,B,21.65,2025-03-02 11:45:00
17424,C,23.98,2025-03-02 11:45:00
17425,A,22.17,2025-03-02 12:00:00
17426,B,22.95,2025-03-02 12:00:00
17427,C,22.97,2025-03-02 12:00:00
17428,A,22.78,2025-03-02 12:15:00
17429,B,23.56,2025-03-02 12:15:00
17430,C,23.2,2025-03-02 12:15:00
17431,A,23.03,2025-03-02 12:30:00
17432,B,21.87,2025-03-02 12:30:00
17433,C,25.07,2025-03-02 12:30:00
17434,A,21.4,2025-03-02 12:45:00
17435,B,22.4,2025-03-02 12:45:00
17436,C,22.53,2025-03-02 12:45:00
17437,A,21.66,2025-03-02 13:00:00
17438,B,21.91,2025-03-02 13:00:00
17439,C,22.98,2025-03-02 13:00:00
17440,A,24.37,2025-03-02 13:15:00
17441,B,21.25,2025-03-02 13:15:00
17442,C,22.96,2025-03-02 13:15:00
17443,A,25.66,2025-03-02 13:30:00
17444,B,22.5,2025-03-02 13:30:00
17445,C,23.61,2025-03-02 13:30:00
